5C:1D:D9:D3:04:30,-71.21126761,-46.65560166,-73.91264368,1
9C:B2:B2:6D:06:91,-73,-50.4,-77.66666667,1
74:60:FA:9C:D6:1D,-64.61349693,-52.74452555,-74.36363636,1
6C:4D:73:3B:FC:2D,-69.09734513,-48.98245614,-77.89528796,1
9C:B2:B2:6D:06:91,-68,-52.4,-80,1
5C:1D:D9:D3:04:30,-69.8343949,-49.36218679,-79.83935743,1
74:60:FA:9C:D6:1D,-68.20143885,-50.77272727,-74.24,1
6C:4D:73:3B:FC:2D,-72.1,-58.66666667,-78.5,1
6C:4D:73:3B:FC:2D,-73.31578947,-60.78547855,-78.79365079,1
9C:B2:B2:6D:06:91,-64,-62.44444444,-80,1
74:60:FA:9C:D6:1D,-69.88235294,-51.95,0,1
5C:1D:D9:D3:04:30,-74.82051282,-48.70995671,-79.25384615,1
6C:4D:73:3B:FC:2D,-75.40909091,-59.26451613,-79.91208791,1
9C:B2:B2:6D:06:91,-66,0,-84,1
74:60:FA:9C:D6:1D,-79.14285714,-58,-80,1
5C:1D:D9:D3:04:30,-75.33333333,-48.01459854,-73.14498141,1
6C:4D:73:3B:FC:2D,-73.83050847,-58.64573991,-80.72897196,1
9C:B2:B2:6D:06:91,-73,-50.5,-80,1
74:60:FA:9C:D6:1D,-71.52,-53.16097561,-83.24324324,1
5C:1D:D9:D3:04:30,-74.0969697,-52.8372093,-77.47528517,1
6C:4D:73:3B:FC:2D,-74.16666667,-59.97590361,-79.04761905,1
74:60:FA:9C:D6:1D,-72.30769231,-49.64393939,-83.08016878,1
5C:1D:D9:D3:04:30,-72.33160622,-56.42512077,-71.9682035,1
6C:4D:73:3B:FC:2D,-72.05,-53.82278481,-78.48275862,1
9C:B2:B2:6D:06:91,-72,-54.96,-78,1
74:60:FA:9C:D6:1D,-72.2811245,-47.61928934,-83.44776119,1
5C:1D:D9:D3:04:30,-71.77777778,-52.07042254,-76.73684211,1
6C:4D:73:3B:FC:2D,-74.34285714,-53.7826087,-81.57333333,1
9C:B2:B2:6D:06:91,-71.22222222,-55.23809524,-79.23809524,1
74:60:FA:9C:D6:1D,-72.94117647,-48.0990099,-88,1
5C:1D:D9:D3:04:30,-69.55294118,-56.61212121,-74,1
6C:4D:73:3B:FC:2D,-76.08695652,-62.35294118,-79.41666667,1
9C:B2:B2:6D:06:91,-64.57142857,-49.16666667,-75.5,1
74:60:FA:9C:D6:1D,-70.1025641,-49.90625,-88,1
5C:1D:D9:D3:04:30,-72.60606061,-55.33632287,-72.54481547,1
6C:4D:73:3B:FC:2D,-74,-62.92307692,-80.4,1
9C:B2:B2:6D:06:91,-68.66666667,-49.27272727,-76,1
74:60:FA:9C:D6:1D,-72.39153439,-48.27586207,-88,1
5C:1D:D9:D3:04:30,-74.86580087,-56.86652079,-73.08849558,1
6C:4D:73:3B:FC:2D,-69.39393939,-53.28,-80.26086957,1
9C:B2:B2:6D:06:91,-74.57142857,-58,0,1
5C:1D:D9:D3:04:30,-72.97237569,-58.29577465,-73.92090395,1
74:60:FA:9C:D6:1D,-74.66666667,-47.83333333,-79.2,1
6C:4D:73:3B:FC:2D,-76.33333333,-54.38461538,-77,1
9C:B2:B2:6D:06:91,-69.33333333,-52.4,-73.2,1
74:60:FA:9C:D6:1D,-70,-49.36842105,-80.66666667,1
5C:1D:D9:D3:04:30,-68.79674797,-55.76851852,-78.22340426,1
6C:4D:73:3B:FC:2D,-77.2,-54.41860465,-77.375,1
9C:B2:B2:6D:06:91,-69.33333333,-48.37037037,-77.05084746,1
74:60:FA:9C:D6:1D,-81.47474747,-52.67938931,-78.58631922,1
5C:1D:D9:D3:04:30,-70.05194805,-52.77333333,-77.94623656,1
6C:4D:73:3B:FC:2D,-67.2,-56.77419355,-87,1
5C:1D:D9:D3:04:30,-66.5,-52.03658537,-75.88837209,1
9C:B2:B2:6D:06:91,-69.77777778,-51.5,-78.25,1
74:60:FA:9C:D6:1D,-77.78888889,-54.3147541,-79.57176471,1
6C:4D:73:3B:FC:2D,-67.75,-58,-78.33333333,1
9C:B2:B2:6D:06:91,-71.25,-51.27272727,-80,1
74:60:FA:9C:D6:1D,-76,-53.55555556,-78,1
5C:1D:D9:D3:04:30,-68.359375,-60.83667622,-76.0622084,1
6C:4D:73:3B:FC:2D,-67.96721311,-57.8349835,-83.54320988,1
9C:B2:B2:6D:06:91,-75.2,-54.42857143,-80.4,1
74:60:FA:9C:D6:1D,-73.66666667,-53.22222222,-78.91666667,1
5C:1D:D9:D3:04:30,-67.2,-60.44776119,-76.07084469,1
6C:4D:73:3B:FC:2D,-67.85507246,-56.52027027,-83.16491228,1
9C:B2:B2:6D:06:91,-74.63829787,-64,-84.25,1
74:60:FA:9C:D6:1D,-76.22727273,-61.77777778,-80,1
5C:1D:D9:D3:04:30,-64.83333333,-55.26235741,-75.91489362,1
6C:4D:73:3B:FC:2D,-71.66064982,-57.05190311,-81.63636364,1
9C:B2:B2:6D:06:91,-75,-31.93548387,-77.33333333,1
74:60:FA:9C:D6:1D,-79.25,-61.33333333,-84,1
5C:1D:D9:D3:04:30,-65.73846154,-50.04137931,-77.72868217,1
6C:4D:73:3B:FC:2D,-74.34782609,-57.35238095,-78.17777778,1
9C:B2:B2:6D:06:91,-79.33333333,-66.82352941,-79.5,1
74:60:FA:9C:D6:1D,-80.5,-57,-81,1
5C:1D:D9:D3:04:30,-67.14920635,-55.22352941,-77.17424242,1
6C:4D:73:3B:FC:2D,-70.02409639,-63.04081633,-80.21276596,1
9C:B2:B2:6D:06:91,-71.66666667,-51.63636364,-77.27272727,1
74:60:FA:9C:D6:1D,-76.83333333,-60.875,0,1
5C:1D:D9:D3:04:30,-70.26666667,-49.61764706,-81.06053269,1
6C:4D:73:3B:FC:2D,-70.7238806,-59.70087977,-79.64485981,1
9C:B2:B2:6D:06:91,-73.6,-64.61538462,-79,1
74:60:FA:9C:D6:1D,-75.5,-58.25,0,1
5C:1D:D9:D3:04:30,-70.01612903,-52.81681682,-77.03514377,1
6C:4D:73:3B:FC:2D,-69.94202899,-55.88333333,-80.61111111,1
9C:B2:B2:6D:06:91,-72.80645161,-48.74820144,-82.72072072,1
74:60:FA:9C:D6:1D,-72,-60,-79.33333333,1
5C:1D:D9:D3:04:30,-68.06896552,-51.38996139,-77.05532787,1
6C:4D:73:3B:FC:2D,-77.05882353,-60.62068966,-81.63636364,1
9C:B2:B2:6D:06:91,-70.56896552,-47.3828125,-78.55045872,1
74:60:FA:9C:D6:1D,0,0,-82,1
5C:1D:D9:D3:04:30,-69.17647059,-51.80952381,-75.96363636,1
6C:4D:73:3B:FC:2D,-77.14285714,-59.33333333,-80.26666667,1
9C:B2:B2:6D:06:91,-71.11949686,-49.33333333,-80.67759563,1
74:60:FA:9C:D6:1D,-72,-59.125,-80,1
5C:1D:D9:D3:04:30,-65.71428571,-54.61538462,-75,1
6C:4D:73:3B:FC:2D,-76.31578947,-62.60606061,-77.88235294,1
9C:B2:B2:6D:06:91,-67.57635468,-48.31858407,-81.8442623,1
74:60:FA:9C:D6:1D,-75.8,-60.9375,-83,1
5C:1D:D9:D3:04:30,-68.75,-54.08,-81.33333333,1
6C:4D:73:3B:FC:2D,-76,-67.5,-79.2,1
9C:B2:B2:6D:06:91,-67.26190476,-45.45762712,-80.01129944,1
74:60:FA:9C:D6:1D,-80.22222222,-58.08,0,1
5C:1D:D9:D3:04:30,-71.65217391,-53.03703704,-77.8,1
6C:4D:73:3B:FC:2D,-76.72,-64,-80.16666667,1
9C:B2:B2:6D:06:91,-67.21311475,-41.24618736,-79.35772358,1
74:60:FA:9C:D6:1D,0,-62,-81.66666667,1
5C:1D:D9:D3:04:30,-70.13333333,-50.78571429,-68.76923077,1
6C:4D:73:3B:FC:2D,-80.06451613,-65.28571429,-78.57142857,1
5C:1D:D9:D3:04:30,-72.88888889,-55.80645161,-69,1
9C:B2:B2:6D:06:91,-72.74285714,-43.5154185,-79.91461412,1
74:60:FA:9C:D6:1D,-76,-66.23529412,-84,1
6C:4D:73:3B:FC:2D,-79.27272727,-59.4,-80.69565217,1
9C:B2:B2:6D:06:91,-69.28502415,-41.42382271,-79.41843972,1
74:60:FA:9C:D6:1D,-77.5,-62,-79.6,1
5C:1D:D9:D3:04:30,-69.2,-55.96428571,-66.69230769,1
6C:4D:73:3B:FC:2D,-73.07692308,-60.07843137,-79.61904762,1
9C:B2:B2:6D:06:91,-65.03125,-42.35497835,-79.06164384,1
74:60:FA:9C:D6:1D,-86,0,-86,1
5C:1D:D9:D3:04:30,-68.43478261,-46.33695652,-71.89090909,1
6C:4D:73:3B:FC:2D,-77.96774194,-64.54716981,-84,1
5C:1D:D9:D3:04:30,-69.5,-55,-66.63636364,1
9C:B2:B2:6D:06:91,-67.36443149,-38.05298013,-77.44385027,1
74:60:FA:9C:D6:1D,0,-64,-80.66666667,1
6C:4D:73:3B:FC:2D,-77,-63.87096774,-81.78409091,1
9C:B2:B2:6D:06:91,-67.28638498,-39.66801619,-77.69444444,1
74:60:FA:9C:D6:1D,-75.57894737,-63.71428571,-80.4,1
5C:1D:D9:D3:04:30,-68.28571429,-58.58333333,-65.77777778,1
6C:4D:73:3B:FC:2D,-73.28421053,-58.203125,-84.3231441,1
9C:B2:B2:6D:06:91,-65.86046512,-47.02723735,-80.84076433,1
74:60:FA:9C:D6:1D,-75.33333333,-63.8125,-79.5,1
5C:1D:D9:D3:04:30,-66.36363636,-58,-64.76923077,1
6C:4D:73:3B:FC:2D,-73.86666667,-55.6909621,-86.94179894,1
9C:B2:B2:6D:06:91,-72.33333333,-52.42962963,-78.2875817,1
74:60:FA:9C:D6:1D,-67.55555556,-58.92307692,-77.69230769,1
5C:1D:D9:D3:04:30,-70.66666667,-57.02439024,-77,1
6C:4D:73:3B:FC:2D,-72.56338028,-53.21481481,-82.45833333,1
9C:B2:B2:6D:06:91,-69.17355372,-44.44791667,-83.06761566,1
74:60:FA:9C:D6:1D,-68.88888889,-54.44444444,-78,1
5C:1D:D9:D3:04:30,-69.23076923,-54.34782609,-69.92857143,1
6C:4D:73:3B:FC:2D,-73.47663551,-54.76923077,-82.14516129,1
9C:B2:B2:6D:06:91,-71.59036145,-45.68181818,-79.73765867,1
5C:1D:D9:D3:04:30,-71.5,-50.22222222,-69.39130435,1
6C:4D:73:3B:FC:2D,-72.12,-60.07017544,-83.79527559,1
9C:B2:B2:6D:06:91,-71.11258278,-44.265625,-79.87096774,1
74:60:FA:9C:D6:1D,-75.5,-34,-79,1
5C:1D:D9:D3:04:30,-72.375,-56.2,-70,1
6C:4D:73:3B:FC:2D,-73.19488818,-54.4,-78.72222222,1
9C:B2:B2:6D:06:91,-71.02564103,-55.5,-79.59036145,1
74:60:FA:9C:D6:1D,-76.07017544,-45.86813187,-77.87283237,1
5C:1D:D9:D3:04:30,-74.57142857,-58.66666667,-69.73333333,1
6C:4D:73:3B:FC:2D,-75.3814433,-58.31761787,-77.54771784,1
9C:B2:B2:6D:06:91,-69.76,-43.26451613,-77.79844961,1
74:60:FA:9C:D6:1D,-72,-50.70967742,-75.36416185,1
5C:1D:D9:D3:04:30,-80.15384615,-57.4,-67,1
6C:4D:73:3B:FC:2D,-73.35483871,-56.21649485,-78.92936803,1
9C:B2:B2:6D:06:91,-72.57416268,-49.55691057,-80.07710843,1
74:60:FA:9C:D6:1D,-70.43478261,-50,-76,1
5C:1D:D9:D3:04:30,-75.5,-55.14285714,-70.54545455,1
6C:4D:73:3B:FC:2D,-71.04,-58.68235294,-76.05524862,1
9C:B2:B2:6D:06:91,-71.22580645,-55.48115299,-77.70636215,1
74:60:FA:9C:D6:1D,-71.6,-50,-78.66666667,1
5C:1D:D9:D3:04:30,-76.1875,-52.73529412,-74.65,1
6C:4D:73:3B:FC:2D,-72.42424242,-61.90432099,-80.22485207,1
9C:B2:B2:6D:06:91,-72.43925234,-45.47851003,-78.25766871,1
74:60:FA:9C:D6:1D,0,-50.70588235,0,1
5C:1D:D9:D3:04:30,-75.58333333,-55.75221239,-74.6,1
6C:4D:73:3B:FC:2D,-77.42635659,-56.6031746,-81.15138593,1
9C:B2:B2:6D:06:91,-72.64615385,-44.59701493,-79.19282511,1
74:60:FA:9C:D6:1D,-70,-52,-79.5,1
5C:1D:D9:D3:04:30,-73.23076923,-59.09589041,-74,1
6C:4D:73:3B:FC:2D,-74.98113208,-57.51851852,-82.82142857,1
9C:B2:B2:6D:06:91,-71.14285714,-47.96969697,-78.64678899,1
74:60:FA:9C:D6:1D,-72,-50,-84,1
5C:1D:D9:D3:04:30,-74.4,-56.25,-73.5,1
6C:4D:73:3B:FC:2D,-72.125,-54.68852459,-79.40740741,1
9C:B2:B2:6D:06:91,-67.41597796,-47.92971246,-79.92,1
74:60:FA:9C:D6:1D,-72,-54.88888889,-83,1
5C:1D:D9:D3:04:30,-69,-57.23076923,-68.57142857,1
6C:4D:73:3B:FC:2D,-74.83333333,-53.08520179,-80.08219178,1
5C:1D:D9:D3:04:30,-72,-56.85714286,-64,1
9C:B2:B2:6D:06:91,-68.71080139,-50.27042254,-80.21387283,1
74:60:FA:9C:D6:1D,-72.57142857,-54,-82,1
6C:4D:73:3B:FC:2D,-75.38461538,-53.69230769,-80.78688525,1
9C:B2:B2:6D:06:91,-66.29411765,-42.80430108,-76.15853659,1
74:60:FA:9C:D6:1D,-72,-59,-79.6,1
5C:1D:D9:D3:04:30,-71.14285714,-60.625,-68.5,1
6C:4D:73:3B:FC:2D,-74,-55.28571429,-82.22222222,1
9C:B2:B2:6D:06:91,-66.57608696,-44.74418605,-77.44444444,1
74:60:FA:9C:D6:1D,0,-54,0,1
5C:1D:D9:D3:04:30,-77.04347826,-54,-68.71186441,1
6C:4D:73:3B:FC:2D,-74.69090909,-58.85714286,-78.69230769,1
9C:B2:B2:6D:06:91,-66.5,-53.625,-83.45454545,1
74:60:FA:9C:D6:1D,-72,-44.69565217,-76,1
5C:1D:D9:D3:04:30,-70.62068966,-56.64285714,-70.57142857,1
6C:4D:73:3B:FC:2D,-75.5,-61,-82,1
9C:B2:B2:6D:06:91,-66.1147541,-44.98958333,-82.02222222,1
74:60:FA:9C:D6:1D,-68.4,0,-76,1
5C:1D:D9:D3:04:30,-68.52173913,-54.55555556,-69.54098361,1
6C:4D:73:3B:FC:2D,-80.90909091,-56.6,-78.77777778,1
9C:B2:B2:6D:06:91,-66,-50.35772358,-80.995671,1
74:60:FA:9C:D6:1D,-76,-45.6,0,1
5C:1D:D9:D3:04:30,-73.55319149,-51.390625,-79.88235294,1
6C:4D:73:3B:FC:2D,-76.8,-56.84337349,0,1
9C:B2:B2:6D:06:91,-65.06849315,-54.68367347,-77.51384615,1
74:60:FA:9C:D6:1D,-74,-47.64705882,-77.5,1
5C:1D:D9:D3:04:30,-74.11111111,-52.31914894,-82.82352941,1
6C:4D:73:3B:FC:2D,-78.375,-58.39240506,-76.10958904,1
74:60:FA:9C:D6:1D,-72.66666667,-43,-77.5,1
9C:B2:B2:6D:06:91,-67.85454545,-55.11450382,-76.3125,1
5C:1D:D9:D3:04:30,-82.59574468,-53.38888889,-81.67213115,1
6C:4D:73:3B:FC:2D,-76.30769231,-66.1,-75.85671642,1
9C:B2:B2:6D:06:91,-72.45833333,-51.52777778,-80.90909091,1
74:60:FA:9C:D6:1D,0,-44.5,0,1
5C:1D:D9:D3:04:30,-79.91304348,-52.01769912,-80.39285714,1
6C:4D:73:3B:FC:2D,-76.875,-68,-76.7,1
9C:B2:B2:6D:06:91,-66.06,-57.04651163,-80.55128205,1
74:60:FA:9C:D6:1D,-68,-46.16666667,-76,1
5C:1D:D9:D3:04:30,-77.80952381,-53.26984127,-80.8125,1
6C:4D:73:3B:FC:2D,-79.5,-62.89655172,-77.8,1
74:60:FA:9C:D6:1D,-72,-50.90909091,-76,1
9C:B2:B2:6D:06:91,-67.52941176,-70.44444444,-72.66666667,1
5C:1D:D9:D3:04:30,-81.86206897,-53.56666667,-80.19230769,1
6C:4D:73:3B:FC:2D,-75.37096774,-59.16030534,-80.38461538,1
5C:1D:D9:D3:04:30,-81.61904762,-55.58585859,-80.73469388,1
9C:B2:B2:6D:06:91,-65.5,-43.14285714,-74.88888889,1
74:60:FA:9C:D6:1D,-72,0,-79,1
6C:4D:73:3B:FC:2D,-76.09580838,-57.47647059,-77.48743719,1
9C:B2:B2:6D:06:91,-66.8,-50.44444444,-82.75,1
74:60:FA:9C:D6:1D,-69.6,-46.38709677,-80.5,1
5C:1D:D9:D3:04:30,-78.98814229,-53.8245614,-79.9375,1
6C:4D:73:3B:FC:2D,-77.8245614,-54.1595092,-75.44262295,1
9C:B2:B2:6D:06:91,-75.41176471,-50.66666667,-81.4,1
74:60:FA:9C:D6:1D,-69.84,-47,-80.5,1
5C:1D:D9:D3:04:30,-75.4375,-56.28125,-79.74712644,1
6C:4D:73:3B:FC:2D,-76.26262626,-54.30985915,-73.62311558,1
9C:B2:B2:6D:06:91,-77.55555556,-51.8125,-75.77777778,1
74:60:FA:9C:D6:1D,-70.85714286,0,-80.8,1
5C:1D:D9:D3:04:30,-75.49152542,-55.69105691,-80,1
6C:4D:73:3B:FC:2D,-74.1369863,-55.42857143,-75.44262295,1
9C:B2:B2:6D:06:91,-68.5,-54.90909091,-76,1
74:60:FA:9C:D6:1D,-68.60606061,-47.025,-77.97701149,1
5C:1D:D9:D3:04:30,-76.28346457,-56.37681159,-78.33898305,1
6C:4D:73:3B:FC:2D,-70.64516129,-55.21212121,-77.53846154,1
9C:B2:B2:6D:06:91,-78,-54.57142857,-83,1
74:60:FA:9C:D6:1D,-68.11869436,-49.06072874,-80.87782805,1
5C:1D:D9:D3:04:30,-73.53125,-57.74285714,-79.0952381,1
6C:4D:73:3B:FC:2D,-72.43076923,-53.14285714,-78.22222222,1
9C:B2:B2:6D:06:91,-77.472,-51.37931034,-79.63414634,1
74:60:FA:9C:D6:1D,-67.73584906,-50.94520548,-81.24203822,1
5C:1D:D9:D3:04:30,-78.85714286,0,0,1
6C:4D:73:3B:FC:2D,-75.09090909,-56.79166667,-79,1
9C:B2:B2:6D:06:91,-73.96969697,-50.97777778,-80.92307692,1
74:60:FA:9C:D6:1D,-67.90361446,-51.36842105,-76.70855148,1
6C:4D:73:3B:FC:2D,-77.49112426,-60.11678832,-76.09090909,1
9C:B2:B2:6D:06:91,-75.57894737,-52.13793103,-81.41666667,1
74:60:FA:9C:D6:1D,-68.02608696,-51.79245283,-77.29677419,1
6C:4D:73:3B:FC:2D,-75.95061728,-58.79646018,-79.4375,1
9C:B2:B2:6D:06:91,-73.8203125,-55.27093596,-75.13615023,1
74:60:FA:9C:D6:1D,-67.75555556,-51.49275362,-76.63309353,1
5C:1D:D9:D3:04:30,-68,0,0,1
6C:4D:73:3B:FC:2D,-75.59447005,-54.08695652,-80.68047337,1
9C:B2:B2:6D:06:91,-71.31775701,-52.22307692,-78.3373494,1
74:60:FA:9C:D6:1D,-71.33333333,-53.15254237,-78.08,1
6C:4D:73:3B:FC:2D,-73.91724138,-53.43103448,-78.37755102,1
9C:B2:B2:6D:06:91,-70.31858407,-51.89634146,-76.51219512,1
74:60:FA:9C:D6:1D,-71.0647482,-33.93710692,-76.02690583,1
5C:1D:D9:D3:04:30,-72,0,0,1
6C:4D:73:3B:FC:2D,-71.68292683,-47.6,-76.5,1
9C:B2:B2:6D:06:91,-65.26190476,-50.30810811,-72.18414322,1
74:60:FA:9C:D6:1D,-73.4,-45.83333333,-76.75,1
6C:4D:73:3B:FC:2D,-73.77777778,-50,-78.57142857,1
9C:B2:B2:6D:06:91,-67.12790698,-51.09142857,-71.79215686,1
74:60:FA:9C:D6:1D,-73.53424658,-34.58552632,-75.48108108,1
6C:4D:73:3B:FC:2D,-74,-49.38888889,-78.85714286,1
9C:B2:B2:6D:06:91,-77.44871795,-58.0751634,-79.72256098,1
74:60:FA:9C:D6:1D,-71.09259259,-30.42553191,-81.98076923,1
6C:4D:73:3B:FC:2D,-75.52,-53.34782609,-80.55384615,1
9C:B2:B2:6D:06:91,-77.38931298,-61.19512195,-80.51470588,1
74:60:FA:9C:D6:1D,-71.01234568,-34.35359116,-81.90849673,1
5C:1D:D9:D3:04:30,-75.25925926,-52.91666667,-79.60869565,1
6C:4D:73:3B:FC:2D,-74.65384615,-48.05479452,-82.22222222,1
9C:B2:B2:6D:06:91,-82.1875,-61.4092827,-83.73333333,1
5C:1D:D9:D3:04:30,-72.21311475,-56.18595041,-81.31746032,1
74:60:FA:9C:D6:1D,-71.52631579,-48.66666667,-81.57142857,1
6C:4D:73:3B:FC:2D,-73.48275862,-56.86956522,-74.83333333,1
9C:B2:B2:6D:06:91,-82.92957746,-60.18867925,-83.46196251,1
74:60:FA:9C:D6:1D,-70.33333333,-29.25,-82.28571429,1
5C:1D:D9:D3:04:30,-75.16666667,-56.34117647,-79.54285714,1
6C:4D:73:3B:FC:2D,-73.85365854,-54.29213483,-82.66666667,1
5C:1D:D9:D3:04:30,-69.75,-51.5049505,-74.38596491,1
9C:B2:B2:6D:06:91,-82.54,-61.75193798,-84.12464589,1
74:60:FA:9C:D6:1D,-65.78494624,-40.77419355,-72.79130435,1
6C:4D:73:3B:FC:2D,-72.7826087,-47.7027027,-84.69512195,1
9C:B2:B2:6D:06:91,-77.68571429,-57,-80.95652174,1
74:60:FA:9C:D6:1D,-64.99667774,-40.08258929,-74.7029549,1
5C:1D:D9:D3:04:30,-78.44444444,-49.2173913,-78,1
6C:4D:73:3B:FC:2D,-74,-51.71698113,-77.04347826,1
9C:B2:B2:6D:06:91,-78.61538462,-57.24503311,-83.13636364,1
74:60:FA:9C:D6:1D,-65.85185185,-45.18274112,-78.72874494,1
5C:1D:D9:D3:04:30,-72.25,-46.36363636,-68.66666667,1
